japanese,english
杉浦,Sugiura
呪文,incantation
アンコール,Encore
ジャンヌ,Jeanne
物品,Goods
辞,Remarks
利害,Interests
危地,peril
ヴェルサイユ,Versailles
反感,Antipathy
台場,Fort
吉原,Yoshihara
塞ぐ,Block
帝王,Emperor
七尾,Nanao
伽藍,Temple
元服,Ceremony of attaining manhood
エイベックス,Avex
見張る,Watch
盲,Blindness
野心,ambition
関脇,Sumo junior champion
艶,gloss
碧,Midori
騎馬,Equestrian
ルーカス,Lucas
愛用,Favorite
クイーンズ,Queens
覚悟,Preparedness
遠距離,Long distance
美味しい,delicious
ファシスト,fascist
入幕,advancing to the first grade
円滑,Smoothness
大門,Daimon
レイモンド,Raymond
一目,glance
潜伏,Incubation
目安,Criterion
戦勝,Victory
捕らわれる,Bound
リオデジャネイロ,Rio de Janeiro
委嘱,Commissioned
ジョシュア,Joshua
ゴースト,ghost
学卒,College graduate
廃れる,Go out of fashion
仲裁,arbitration
参与,Participation
言い難い,It is hard to say
護国,Gokoku
ダイナミック,dynamic
土手,bank
子宮,Uterus
有望,promising
リッター,Ritter
潮流,Tide
渡来,Brought over
結論付ける,Conclude
延暦,Enryaku
拘置,detention
安房,Awa
帰宅,Returning home
吉井,Yoshii
坂口,Sakaguchi
タイル,tile
洋楽,World
真剣,Seriousness
蒸す,Steam
ロッキー,Rocky
カラーリング,colouring
チューナー,tuner
ディープ,deep
夜中,Midnight
担ぐ,Shoulder
踏み切る,Take off
鋼鉄,steel
漁獲,catch
粉末,Powder
長兄,Eldest brother
形容詞,adjective
公子,Young nobleman
スタック,stack
オスロ,Oslo
アッパー,upper
アドバンス,Advance
若林,Wakabayashi
仕上がる,It is finished
大文字,uppercase letter
バター,butter
客演,Guest appearance
ルーク,Luke
出向く,Go
京橋,Kyobashi
ウォーレン,Warren
サタデー,Saturday
抜群,Excellent
自慢,Boast
覆面,Mask
種々,many kinds
経典,Scriptures
花粉,pollen
重機,Heavy equipment
鍍金,plating
面影,Vestiges
そうだ,That's it
パルチザン,Partisan
ホーク,Hawk
投降,surrender
壮,Takeshi
配偶,Spouse
追贈,Tsuizo
海里,nautical mile
支庁,Branch Office
仰ぐ,Seek
再起,Comeback
地雷,Land mine
スティール,Steele
エレクトロニクス,electronics
詔,Decree
童謡,Nursery rhyme
潜航,Submarine voyage
風船,balloon
首領,boss
受け止める,Take
奮闘,Hard struggle
ブラームス,Brahms
キール,keel
コスチューム,Costume
大晦日,New Year's Eve
ヴィオラ,Viola
ルソン,Luzon
カルト,cult
イェール,Yale
ハイム,Haim
生まれ変わる,Be born again
石室,Stone room
自決,Self-determination
巨額,Huge
冷蔵,Refrigeration
名護,Nago
商務,Commercial affairs
勝山,Katsuyama
安達,Adachi
ボリシェヴィキ,Bolsheviks
タモリ,Tamori
年月,Months and years
同業,Same trade
俗称,Popular name
備わる,Provided
兵隊,Soldier
肥料,fertilizer
猛,Takeshi
現生,Extant
備後,Bingo
実兄,Elder brother
役柄,Role
極度,Extreme
嫁,Daughter-in-law
バトン,Baton
アナトリア,Anatolia
熱中,Enthusiasm
知多,Chita
祝福,blessing
黒澤,Kurosawa
タタール,Tatar
ボスニア,Bosnia
三宮,Sannomiya
庶子,Illegitimate child
カリキュラム,curriculum
コリンズ,Collins
野原,field
精算,pay off
三鷹,Mitaka
亀田,Kameda
主戦,Advocacy of war
傷付ける,Wound
処す,Punished
名取,Natori
水槽,Water tank
ディーラー,dealer
ファシズム,fascism
ブルズ,Bulls
ごとし,Button activates
ストリーム,stream
確かめる,confirm
独楽,top
移入,Importation
局面,aspect
ラーマ,Rama
一式,Complete set
切腹,Seppuku
堅持,Sticking
なるべく,As much as possible
イット,It
答申,report
退陣,Retreat
遊歩道,Promenade
成形,Molding
奏法,Playing
健二,Kenji
ゲーリング,Gering
親密,Intimacy
社屋,Office building
翌朝,next morning
越冬,Wintering
シュトラウス,Strauss
ステート,State
オアシス,oasis
ゲームス,Games
併結,併結
桑原,Kuwahara
沢村,Sawamura
居士,Cosi
年号,Name of an era
募金,Fund raising
脱する,escape
浴,bath
長田,Nagata
テック,Tech
ディスコ,Disco
バートン,Burton
取り締まる,Supervise
変調,modulation
正宗,Masamune
樫,Evergreen oak
方伯,Hohaku
官邸,Official residence
リーマン,Lehman
スコープ,scope
オーロラ,Aurora
レポーター,Reporter
根室,Nemuro
何時か,Someday
壁蝨,mite
長井,Nagai
津島,Tsushima
規律,Rules
粗い,rough
畳,tatami
下町,Downtown
気流,air flow
実の,Real
新発田,Shibata
卓越,Excellence
埋立,Landfill
くれる,Give me
ハードル,hurdle
トライ,Try
菅野,Kanno
透過,Transparent
軍将,Army commander
浩二,Koji
随所,Everywhere
仮設,Provisional
本宮,Hongu
大帝,Great
コスモス,Cosmos
スチュワート,Stewart
隼人,Hayato
瑞穂,Mizuho
芯,core
完備,Completion
支配人,Manager
ツリー,tree
ハーグ,The Hague
マール,Mar
脊髄,Spinal chord
青空,blue sky
軍令部,Naval General Staff
農薬,Agricultural chemicals
湿度,The humidity
百科事典,Encyclopedia
個展,Personal exhibition
ビルディング,building
チャック,Chuck
監獄,prison
部局,Departments
緩い,loose
リサイクル,recycling
引数,argument
慶安,Keian
植木,Potted plant
ウイグル,Uighur
サンド,sand
カーネギー,Carnegie
専売,Monopoly
砲術,Gunnery
清盛,Kiyomori
相性,Compatibility
菖蒲,iris
硝酸,nitric acid
間近,Nearness
生き延びる,survive
マッハ,Mach
フリッツ,Fritz
テンプル,Temple
終末,End
読める,Read
先鋒,Advance-guard
民生,Consumer
メロン,melon
ヴェストファーレン,Westphalia
立山,Tateyama
花弁,petal
部類,class
降雨,rainfall
農産物,Agricultural Products
神山,Kamiyama
網羅,Covering
シャーロット,Charlotte
岩井,Iwai
奥田,Okuda
銃器,Small arms
闘士,Militants
発送,Shipping
ノーマル,normal
脚色,Dramatization
良く,well
落ち葉,Fallen leaves
口腔,Mouth cavity
ジャパンカップ,Japan Cup
コンタクト,contact
スカイライン,Skyline
照らす,Illuminate
間際,Just before
臼,Mortar
デューク,Duke
固まる,Harden
ワット,Watt
光年,Light year
学歴,Academic background
持てる,Moteru
配合,Combination
ストライク,strike
のく,Carbonochloridate
トッド,Todd
トレイル,Trail
風習,Custom
港町,Port city
近距離,Short distance
微小,Microscopic
怪談,Ghost story
五十嵐,Igarashi
児島,Kojima
大牟田,Omuta
ルイージ,Luigi
キャリー,carry
要所,Key point
知性,intelligence
降雪,snowfall
デフォルト,Default
攘夷,Expulsion of the foreigners
故意,Intention
如し,Gotoshi
偽る,Pretend
リターン,return
水晶,crystal
惜しむ,Reluctant
神崎,Kanzaki
神明,Shinmei
キラー,killer
ナッシュビル,Nashville
日没,sunset
取り立てる,Collect
構う,Care about
殊に,Especially
ほう,Law
プロヴァンス,Provence
航法,navigation
軍曹,Sergeant
比す,Hiss
ロジャース,Rogers
モノクロ,Black and White
ゾンビ,zombie
なおかつ,Yet
スクラップ,scrap
カプコン,Capcom
はめる,Fit
ゲッティンゲン,Gottingen
シボレー,Chevrolet
懐疑,Skepticism
赤羽,Akabane
私有,Private ownership
食する,eat
錠,Tablets
迎え入れる,Usher in
漂う,Drift
盛る,Fill up
カリフ,Caliph
エミール,Emile
チャイコフスキー,Tchaikovsky
欠席,Absence
毛色,Hair color
富豪,Millionaire
困窮,Distress
三越,Mitsukoshi
件数,number
実名,real name
治承,Osamuuketamawa
コロコロ,Colo
流量,Flow rate
請負,Contractors
連名,Joint names
パース,Purse
諭,Satoshi
理工,Science and technology
ギブソン,Gibson
クラン,Clan
暖かい,warm
勇敢,Bravery
弦楽器,Stringed instruments
マディソン,Madison
プロバイダー,Provider
シャン,Shan
花嫁,bride
椰子,Palm tree
汚職,corruption
両院,Both Houses of Parliament
光源,light source
体裁,Appearance
字形,Shaped
カスタマイズ,Customize
流山,Nagareyama
狸,raccoon dog
直交,Orthogonal
抗原,antigen
会期,Session
アンドレア,Andrea
離着陸,Take-off and landing
神輿,Mikoshi
ハロゲン,halogen
延岡,Nobeoka
明白,Obvious
死別,bereavement
容積,volume
動乱,Upheaval
二宮,Ninomiya
人為,Artificially
綱領,Platform
遠山,Toyama
養嗣子,Yoshishi
それなり,Its own way
風味,Flavor
魔界,Hell
士族,Samurai
尋問,Questioning
年貢,Annual tribute
水沢,Mizusawa
ベンガル,Bengal
スルー,Through
見守る,Watch over
身柄,Custody
おまけ,bonus
井川,Ikawa
斯波,Shiba
抗,Anti
教訓,Lesson
ルース,Loose
原生,Primeval
芳しい,aromatic
ベストテン,Best Ten
ファゴット,bassoon
心身,Mind and body
慰霊,Memorial
スイート,Suite
着想,idea
敵機,Enemy aircraft
就学,School attendance
企らむ,Companies lamb
松坂,Matsuzaka
一途,Ever
磁性,Magnetism
総計,Grand total
賭博,Gambling
理性,reason
畿内,Kinai
ないしは,Or
上山,Ueyama
休場,Theater closure
整合,Conformity
モザイク,mosaic
無敵,invincible
ミール,meal
ジェノヴァ,Genoa
カブス,Cubs
接着,Adhesive
ある,is there
軽井沢,Karuizawa
ノーマン,Norman
トマト,tomato
明け渡す,Surrender
処方,Prescription
現像,developing
禁煙,Non smoking
ボイコット,boycott
つもり,Going
壁面,Wall
争議,dispute
八戸,Hachinohe
公約,Public commitment
原住民,The natives
すぐさま,immediately
キャンディ,candy
スターリング,Sterling
トラスト,trust
マルチメディア,Multimedia
ハリソン,Harrison
配位,Coordination
一瞬,Moment
国別,By country
傀儡,puppet
時系列,Time series
ムッソリーニ,Mussolini
オリーブ,olive
錆びる,rust
版権,Copyright
絶頂,Climax
英字,Alphabetic
メリー,Merry
トスカーナ,Tuscany
リーディング,reading
コカ・コーラ,Coca Cola
ウィズ,With
アレルギー,Allergy
歳月,Years
公判,trial
常駐,Resident
副題,subtitle
艦砲,Ship cannon
鶴田,Tsuruta
追随,Follow
サリー,Sari
グラスゴー,Glasgow
向こう,Over there
寝返る,Change sides
岸和田,Kishiwada
曲げる,bend
沿道,roadside
通説,Prevailing view
疾病,disease
突き出る,Project
突っ込む,Plunge into
サンライズ,Sunrise
ニア,near
一撃,blow
引き下げる,reduce
日の出,sunrise
回航,Cruise
堀田,Hotta
一様,Uniformity
線維,Fibers
ホープ,Hope
パッド,pad
日進,Nisshin
前夜,The eve
小原,Ohara
敗者,loser
サムライ,Samurai
アッバース,Abbas
短波,Short wave
積める,Packed
洗濯,Washing
甲賀,Koga
金銀,Gold and silver
銚子,Choshi
転入,Move in
泥棒,thief
届出,notification
エリス,Ellis
コンバート,Convert
イデオロギー,ideology
盗賊,Thief
ハッチ,hatch
ソフトボール,soft ball
仏像,Buddhist image
排他,Exclusion
大本営,Imperial Headquarters
土着,indigenous
癒す,heal
黒木,Kuroki
アインシュタイン,Einstein
はず,Has
類する,Like
被曝,Exposure
空輸,Air transport
商科,Commercial course
リポート,Report
書状,Letter
有楽町,Yurakucho
板倉,Itakura
河村,Kawamura
栗田,Kurita
森山,Moriyama
新潮社,Shinchosha
美学,aesthetics
田島,Tajima
アーカイブ,archive
ポーター,Porter
ホイールベース,Wheelbase
調布,Chofu
義昭,Yoshiaki
胎児,Fetus
服役,Penal servitude
水量,Amount of water
下段,Lower column
光沢,Luster
取り調べる,Investigate
峡谷,The canyon
皮質,cortex
着せる,Put on clothes
野手,fielder
ホイッグ,Whig
タカラ,Takara
ハンデキャップ,Handicap
マラウイ,Malawi
面倒,Troublesome
無色,colorless
視力,Eyesight
連作,Continuous cropping
参政,Participation in government
あしらう,Treat
もじる,pun
コミカル,comical
サンティアゴ,Santiago
追走,Add run
爆雷,Depth charge
トール,Toll
戦没,War
掃討,Mopping-up
採決,vote
ローバー,Rover
砲艦,gunboat
給水,water supply
プラグイン,Plugin
バーゼル,Basel
チェリー,Cherry
囁く,whisper
江の島,Enoshima
みたい,want to see
キルギス,Kyrgyzstan
開示,Disclosure
雁,Wild goose
初旬,Early
バッド,Bad
信奉,Faith
時計回り,clockwise
帰す,Attributable
矢部,Yabe
耐震,Seismic
増減,Increase and decrease
安部,Abe
屈折,refraction
年鑑,Yearbook
受精,Fertilization
城南,Seongnam
ロレーヌ,Lorraine
ワイドショー,Wide show
共感,Empathy
ミネアポリス,Minneapolis
ダニー,Danny
別表,Annexed table
必死,Frantic
払い下げる,Make a sale of government property
羽生,Hanyu
追い遣る,Shoo
インフレ,Inflation
アント,Ant
原宿,Harajuku
ソナー,Sonar
ブラウンシュヴァイク,Braunschweig
注射,injection
溝口,Mizoguchi
習志野,Narashino
自転,rotation
黒部,Kurobe
坂上,Sakagami
小節,Bar
ウガンダ,Uganda
チューブ,tube
テリア,Terrier
ハープ,harp
パトロール,patrol
奮戦,Hard fighting
回顧,Recollection
思惑,Expectation
憩う,Relax
戦乱,war
何ら,any
入局,He joined
総局,Directorate General
褒章,Medal
サンダー,Thunder
不服,Complaint
慶喜,Yoshinobu
平時,Normal times
普請,Fushin
和彦,Kazuhiko
トラップ,trap
ミュラー,Muller
ソフトバンクモバイル,Softbank mobile
満点,Perfect score
盛り上げる,Pile up
自律,Autonomy
丼,Bowl of rice
おさ,Reed
プライス,price
修飾,Modification
即時,Immediately
更迭,Reshuffle
興味深い,Interesting
襲来,Invasion
東邦,Toho
校歌,school song
水冷,Water-cooled
取り替える,replace
問い合わせる,Inquire
四肢,limb
地殻,Earth's crust
ダルムシュタット,Darmstadt
インデックス,index
エレナ,Elena
ジェフリー,Jeffrey
コバルト,cobalt
二度と,Again
全力,Full force
日本銀行,Bank of Japan
疲弊,Exhaustion
真面目,serious
開削,excavation
竹島,Takeshima
緒方,Ogata
湖沼,Lakes
瑞宝章,Sacred Treasure
惚れる,Fall in love
叙事詩,Epic poem
宿舎,Dormitory
下着,underwear
和子,Kazuko
面接,interview
パブリック,public
トラス,truss
幸運,Good luck
水色,light blue
事由,Reason
カウントダウン,Countdown
キャスティング,casting
ゴダール,Godard
天台宗,Tendai
宮沢,Miyazawa
参列,Attendance
後発,Subsequent
ラインハルト,Reinhard
タックル,Tackle
重慶,Chongqing
統率,Leadership
火炎,flame
浮遊,Floating
知覚,Perception
高見,Watching with detachment
形容,Epithet
昇降,Lifting
梶原,Kajiwara
イーグル,Eagle
じゃが芋,potato
パンツ,Pants
ベストナイン,Best Nine
マッカートニー,McCartney
保養,Recreation
多賀,Taga
岩本,Iwamoto
鋼板,Steel plate
漁師,Fisherman
狂う,Go mad
純正,genuine
給料,salary
アングル,angle
